0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0.287757	0.0196602	5.19994	0
0.735074	0.629207	7.21019	-4.01286e-16	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	0.221822	0.0248693	3.94216	0.00127057
1.16051	0.494925	7.15508	-0.914652	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0.182622	0.064096	3.41105	0.531188
1.2579	0.533129	7.14445	0.878613	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	0.169522	0.0649636	3.11009	0.63238
1.61593	0.595337	7.11833	1.15837	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0.152003	0.0581673	2.91125	0.761596
1.85115	0.56219	5.99664	0.159434	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	0.140175	0.0555872	2.67754	0.69734
2.16257	0.59173	5.99354	0.247157	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0.129781	0.0516752	2.49714	0.650448
2.37831	0.638072	5.57264	0.331553	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	0.122271	0.0496271	2.33966	0.616514
2.65478	0.655691	5.57403	0.270919	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0.115568	0.0492932	2.20948	0.585311
2.92122	0.649626	5.51357	0.0129647	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.109782	0.0481929	2.09854	0.555687
3.15634	0.645959	5.46834	-0.0587009	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	0.105449	0.0467574	2.00262	0.531944
3.44227	0.541977	5.43489	-0.876208	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	0.101066	0.0504668	1.91867	0.584623
3.74558	0.429331	5.35955	-1.54517	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	0.0974076	0.0736323	1.84402	0.730637
4.02587	0.514058	5.48634	-0.787071	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	0.0947655	0.0781577	1.77876	0.748422
4.29948	0.50651	5.47171	-0.744451	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	0.0929932	0.0835962	1.72007	0.762043
4.5589	0.545074	5.39677	-0.495327	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	0.0914281	0.0855198	1.66633	0.75887
4.74523	0.654372	5.23602	0.0620657	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	0.088726	0.0830222	1.61665	0.737512
4.99656	0.653772	5.15368	0.0221243	5.20902	0.66599	5.01315	0.679804	5.1727	0.272649	0.0863148	0.0809161	1.5711	0.719161
5.29624	0.648964	5.21515	-0.0257602	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	0.0842003	0.0794398	1.52924	0.704067
5.55518	0.655586	5.26401	-0.00327045	5.22835	0.639362	5.53013	0.710295	5.16422	0.337868	0.0822594	0.0783887	1.49068	0.690466
5.84917	0.670745	5.30544	0.0328021	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	0.0813693	0.0775157	1.45511	0.677903
6.0908	0.597769	5.20791	-0.245741	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	0.0800658	0.0821986	1.4217	0.676902
6.34482	0.710698	5.18559	0.142702	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	0.0787717	0.0813091	1.39047	0.665082
6.59483	0.742054	5.13901	0.216096	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	0.0774199	0.080261	1.36119	0.653445
6.84102	0.740615	5.12663	0.18374	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	0.0759944	0.0801475	1.33369	0.643977
7.08285	0.724333	5.02317	0.103697	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	0.0745358	0.0821094	1.30795	0.638151
7.30028	0.807809	4.96297	0.322096	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	0.0733795	0.0816169	1.28385	0.628808
7.5948	0.818545	5.12092	0.323854	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	0.0720735	0.0818884	1.26072	0.620825
7.84509	0.797721	5.11782	0.232704	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	0.0708223	0.0848007	1.2388	0.616498
8.09391	0.815071	5.0395	0.245329	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	0.0696339	0.0885696	1.21801	0.61343
8.33036	0.832968	5.01668	0.265255	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	0.0686024	0.0932611	1.19825	0.611417
8.60125	0.919742	5.13952	0.470385	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	0.0675247	0.095087	1.17945	0.605822
8.8391	0.979097	5.10292	0.579072	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	0.066573	0.0961554	1.16148	0.5995
9.12966	1.01736	5.16676	0.625198	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	0.0656724	0.0975075	1.14448	0.593644
9.36737	1.05137	5.13366	0.655817	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	0.0647345	0.0994301	1.12817	0.588525
9.64754	1.12353	5.18021	0.779672	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	0.064095	0.100467	1.11277	0.582575
9.92261	1.25185	5.17415	1.03044	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	0.0639895	0.0995788	1.09805	0.574973
10.1698	1.341	5.05311	1.1532	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	0.0638432	0.0983732	1.08359	0.567428
10.394	1.42267	4.99247	1.25618	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	0.0632572	0.0971156	1.06963	0.560111
10.6243	1.50563	4.84447	1.33863	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	0.0625219	0.0959032	1.05626	0.553066
10.8479	1.53806	4.81422	1.31045	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	0.0617598	0.0948232	1.0434	0.546447
11.1146	1.58971	4.87893	1.32961	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	0.0610745	0.0939713	1.0309	0.540289
11.3944	1.63777	4.92567	1.32901	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	0.0608942	0.0935556	1.0189	0.534834
11.6248	1.69435	4.86113	1.34362	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	0.0605118	0.0936021	1.00726	0.530084
11.8539	1.75955	4.82993	1.3807	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	0.0599895	0.0940471	0.996012	0.525855
12.111	1.85015	4.89147	1.47983	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	0.0597248	0.094329	0.985273	0.521443
12.3539	1.8799	4.88844	1.41723	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	0.0595535	0.0963707	0.97496	0.51892
12.6107	1.94192	4.95021	1.4389	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.0598219	0.0994222	0.96536	0.517302
12.8112	2.07588	4.85192	1.62645	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	0.0594416	0.100907	0.95578	0.514012
13.0796	2.18535	4.93994	1.74689	13.2198	2.66441	13.0075	2.33137	4.64258	2.01701	0.0597206	0.102005	0.947108	0.510278
13.2837	2.32632	4.83856	1.92405	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	0.0594664	0.102121	0.938347	0.505783
13.4611	2.46975	4.60141	2.0719	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	0.0588998	0.101608	0.929294	0.501056
13.7114	2.58613	4.59968	2.16056	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0.0583821	0.101033	0.920543	0.496418
13.9307	2.69891	4.53657	2.22914	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.0578547	0.100488	0.91201	0.491927
14.1598	2.85303	4.49055	2.38725	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0.0573667	0.0996458	0.903711	0.487435
